Model,H1_Acc,H1_MCC,H1_DirAcc,H1_Sharpe,H1_Ret,H2_Acc,H2_MCC,H2_DirAcc,H2_Sharpe,H2_Ret
deep_cycle_arbitrage_v19_optimized_rank3,0.43686354378818737,0.06808261395313146,0.5,0.8739498331922454,0.3047931774210464,0.1955193482688391,0.0,0.4419551934826884,0.8808236186640764,0.6627404426049264
sector_alpha_v19_optimized_rank1,0.3734817813765182,-0.028554383714648315,0.4352226720647773,0.7126955767436332,0.46523331994624684,0.3066801619433198,0.025491588790409723,0.5222672064777328,0.9878047474152899,0.7838723977767172
real_economy_rotator_v19_optimized_rank1,0.4768611670020121,0.041391868067409285,0.6458752515090543,0.6370646666658428,0.17803811381352141,0.2917505030181087,0.06546874275793596,0.5865191146881288,1.878030446492957,1.646478568949242
deep_cycle_arbitrage_v19_optimized_rank1,0.34317718940936864,-0.0475787476786207,0.539714867617108,0.5791819045930382,0.3618890265132255,0.28716904276985744,0.019977113920524342,0.36761710794297353,0.5128553227471233,0.3148970985197399
real_economy_rotator_v19_optimized_rank2,0.40040241448692154,0.008078735017182724,0.6247484909456741,0.5777069891120541,0.2223313222488299,0.28772635814889336,-0.0016656806555797666,0.5613682092555332,0.4230612440798624,0.2199919688958254
industrial_sniper_v19_optimized_rank2,0.3763874873864783,0.010528763485493675,0.4651866801210898,0.44775502607511086,0.17386397023551314,0.2714429868819374,0.022759166831699387,0.5993945509586277,0.8229118972753962,0.6074251941929365
industrial_sniper_v19_optimized_rank1,0.39656912209889,0.04077842629489902,0.49142280524722504,0.41928812437795515,0.14476158472006873,0.26639757820383453,0.04696524868795992,0.6458123107971746,0.6572717466934295,0.44602650280730827
industrial_sniper_v19_optimized_rank3,0.38143289606458125,0.00387654691856211,0.5953582240161454,0.33006280495639667,0.12023690843307788,0.23814328960645811,0.03283631784637994,0.5116044399596368,0.8229116446705409,0.6074247596395241
sector_alpha_v19_optimized_rank3,0.4767206477732793,0.0,0.43218623481781376,0.0,0.0,0.15890688259109312,0.0,0.5394736842105263,0.8991280984220485,0.6859301078962285
real_economy_rotator_v19_optimized_rank3,0.5643863179074446,0.0,0.5955734406438632,0.0,0.0,0.19114688128772636,0.027077068399581846,0.3953722334004024,1.1040356911578526,0.8763421884774985
deep_cycle_arbitrage_v19_optimized_rank2,0.4195519348268839,0.02323763378446319,0.5458248472505092,-0.022897883700299302,-0.01461899116560561,0.26883910386965376,0.023832902340569957,0.4745417515274949,0.2733269469607886,0.1238366236284072
sector_alpha_v19_optimized_rank2,0.3562753036437247,0.03467102004810322,0.5526315789473685,-0.06164444252145859,-0.06004057224911985,0.23481781376518218,0.05586671542195784,0.5587044534412956,0.5395697256786143,0.3303740844981675
